gene,log2FC,pvalue,neglog10p
STPG1,0.1256147882603567,6.153606379282533e-69,10.0
NIPAL3,0.4902506758190913,1.0663162924038689e-265,10.0
RCAN3AS,0.040620164930117504,7.423980761692612e-25,9.999999999999996
RCAN3,0.0730920956915563,1.062792203851294e-32,10.0
NCMAP-DT,0.08588042025557055,2.7597593336220986e-54,10.0
NCMAP,0.2864743483964834,2.47014321779686e-146,10.0
SRRM1,0.7152178423930206,0.0,10.0
AL445648.1,1.9242299808880023e-07,0.999752457466479,0.00010751962129853093
CLIC4,0.11524815300655222,3.75374988524491e-39,10.0
RUNX3,-0.0356776256562285,5.430317918522975e-11,9.811625125859221
AL445471.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AL050344.1,0.0006550089704617772,0.44570887654761815,0.35094871650684667
SYF2,0.09080540324177473,1.821842312355498e-50,10.0
AL031432.4,0.06206342127219401,8.708544419076399e-46,10.0
AL031432.5,0.005467379870665309,1.2669953419820959e-05,4.89722155402859
RSRP1,1.4021241157572204,0.0,10.0
AL031432.3,0.00025354937048174776,0.7384949926431698,0.13165244501199538
RHD,0.005572698306651961,5.7009370016548674e-05,4.244052996357002
TMEM50A,0.2315797335433703,2.6842942924790354e-136,10.0
RHCE,0.07454651182877373,6.871267038161895e-40,10.0
MACO1,0.38085208099587764,2.5022992279050124e-190,10.0
LDLRAP1,0.08992791246105467,1.9153842208784478e-38,10.0
AL606491.1,0.006735549089149611,0.003646032736584162,2.4381794243581987
MAN1C1,0.067837060433617,3.301802067451845e-19,9.999999998566045
AL031280.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
SELENON,0.06677869560275715,4.64476407672435e-30,10.0
AL020996.1,0.07671663584933155,3.1762221181830675e-55,10.0
MTFR1L,0.0884226605837489,3.3882160583921855e-38,10.0
AUNIP,0.0038427535827684238,0.0034684763805350734,2.459861246071027
AL033528.2,0.006079412201619278,6.071317311838481e-05,4.216716353209488
PAQR7,0.028353197766471945,6.567294000974941e-14,9.999714879658645
STMN1,0.027381416296087466,9.223393715756852e-16,9.999995994349478
PAFAH2,0.07575337548666004,5.021642395288733e-36,10.0
EXTL1,0.001519820979905138,0.03381160078401725,1.4709342661275935
SLC30A2,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
TRIM63,0.0012680675574055535,0.4981541143412072,0.30263627833051016
PDIK1L,0.17464604228305658,3.0706779661993063e-104,10.0
AL391650.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
ZNF593,0.039855104691028403,2.806300993534191e-26,10.0
CNKSR1,0.2794830535964574,6.995535498670784e-153,10.0
CATSPER4,0.005109089333191178,0.0001354867068322567,3.868102992604405
CEP85,0.14387996836073963,1.0074147299398664e-72,10.0
SH3BGRL3,0.00825717691619632,0.0077405690145049355,2.1112271072495785
UBXN11,0.10822613944373374,1.06042273127274e-51,10.0
CD52,-0.006774206483381284,0.000402146988493591,3.395615071200516
CRYBG2,0.006691738616650084,0.000526339641258894,3.278733837359048
ZNF683,-0.0010125830577835076,0.346348006167017,0.46048730801191234
LIN28A,0.0,,
DHDDS,0.2981880094949217,6.742368331577618e-161,10.0
AL513365.2,0.045032268288408915,2.6894565348221895e-25,9.999999999999998
HMGN2,0.3204429911781284,1.1888300530984676e-174,10.0
RPS6KA1,0.3102603832047278,5.85262569748299e-133,10.0
AL512408.1,0.009013735725442902,1.6611803345266028e-07,6.779321860190197
ARID1A,0.7228995212511276,0.0,10.0
PIGV,0.07739819106654022,3.135412557517484e-45,10.0
ZDHHC18,0.09562839704740095,1.3378423632105133e-43,10.0
SFN,0.050455158756501695,2.235073757940897e-33,10.0
GPN2,0.1970408067027528,3.019493221742386e-113,10.0
AL034380.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
GPATCH3,0.07497150603259498,2.0101428881170526e-41,10.0
NUDC,0.3141808325942498,3.1866867726201107e-177,10.0
NR0B2,0.0021745733863694633,0.011353212291789216,1.9448812374458404
KDF1,0.05917307402294803,5.987457517420349e-39,10.0
TRNP1,0.027277134095981634,3.5914908225169776e-14,9.999844051538094
TENT5B,0.0007599425604522506,0.17957387023323437,0.7457568569541698
SLC9A1,0.38442030667809324,1.8843150557792232e-186,10.0
WDTC1,0.19253981480936888,3.8980900248458765e-87,10.0
TMEM222,0.157045628447131,8.635849854807055e-87,10.0
SYTL1,0.11928203995918434,4.421309354947686e-44,10.0
MAP3K6,0.06973664058900857,7.533412063868603e-32,10.0
FCN3,-0.000253100383486207,0.654864453864604,0.18384858243116273
CD164L2,0.0324658028304843,2.5986101533186532e-23,9.999999999999886
GPR3,0.0012664640324214793,0.025328755274128856,1.596386150415858
WASF2,0.5944921396842408,0.0,10.0
FO393419.2,0.001519756838905775,0.01428738127359978,1.84504736247627
BX293535.1,1.9242299808880023e-07,0.999752457466479,0.00010751962129853093
AHDC1,0.2115042619129972,1.234565629740707e-83,10.0
FGR,-0.02171658354978618,2.972298187690675e-08,7.525448935398696
IFI6,0.15238320036109498,3.77549667184042e-88,10.0
AL020997.5,0.00025329280648429586,0.3173718089517486,0.4984316526189989
FAM76A,0.12699764405262368,1.1705083958781402e-67,10.0
STX12,0.32780367351398937,4.1782807941539473e-172,10.0
AL020997.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AL020997.3,0.0007599425604522506,0.1795738702332344,0.7457568569541697
PPP1R8,0.07761603564920937,1.2333720607626547e-38,10.0
THEMIS2,-0.012510106596064467,0.00012503062357414454,3.902983255478378
RPA2,0.09867987002528877,9.655121698952931e-47,10.0
SMPDL3B,0.24914263155932292,2.3125048174224587e-144,10.0
AL512288.1,0.005066599200758294,0.002796149500227696,2.553439596583254
XKR8,0.030483719838104995,9.097483270154212e-18,9.999999960490134
EYA3,0.5816361890599886,0.0,10.0
PTAFR,0.002116011086251878,0.47271265799730483,0.3254027681895602
DNAJC8,0.1528836405031172,8.203301420744035e-82,10.0
ATP5IF1,0.16905878817058703,3.655873024930196e-127,10.0
AL353622.1,0.018745720191817507,2.00507656478254e-10,9.522144458357095
SESN2,0.14761675084427484,2.2924096510248922e-77,10.0
MED18,0.01811509239588486,2.653895716625623e-09,8.560052509450024
PHACTR4,0.8197371784555736,0.0,10.0
RCC1,0.10043447977895782,3.3230972793109316e-49,10.0
SNHG3,0.045959154631174254,2.5174190510938107e-27,10.0
TRNAU1AP,0.2521912856402768,2.8634510679521957e-127,10.0
SNHG12,0.17581307929917311,4.3693797084164305e-93,10.0
TAF12,0.13874578737499713,9.853404258411515e-73,10.0
RAB42,0.0011190778300775098,0.43067937731399114,0.36584592343065103
LINC01715,0.021258385125698352,2.800463531379378e-15,9.999987837911712
AL360012.1,0.004707629733211148,0.00022843345491364728,3.6412401016368614
GMEB1,0.04820967113194388,1.3520897362817853e-19,9.999999999412795
YTHDF2,0.36709723993041443,5.05744705734186e-199,10.0
OPRD1,0.0007598784194528875,0.08326450676424414,1.0795400857228503
AL009181.1,0.012962395912351654,3.01945191987608e-07,6.51992807306105
EPB41,1.0743409340459156,0.0,10.0
TMEM200B,0.0007599425604522506,0.17957387023323437,0.7457568569541698
AL357500.1,0.001013556071933361,0.31665315054111015,0.49941618646425945
SRSF4,0.9551044638185257,0.0,10.0
MECR,0.2199900286906657,1.5054818583137215e-118,10.0
PTPRU,0.05135902334150915,5.983640820461443e-23,9.99999999999974
LINC01756,0.00025329280648429586,0.31737180895174844,0.49843165261899913
AC092265.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
AL645944.2,0.0010131712259371835,0.04548657234186341,1.3421167874098325
LINC01648,0.0021745733863694633,0.011353212291789216,1.9448812374458404
AL137076.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
MATN1,0.001563182465409124,0.16742243371165347,0.776186349043893
MATN1-AS1,0.057111604052255335,7.399206245257323e-29,10.0
AL137857.1,0.0005065856129685917,0.15732549492643708,0.8032008930658618
LAPTM5,-0.028762494454423287,3.8882958959546455e-10,9.310842513467035
LINC01778,0.0012665281734208422,0.05867778717693929,1.2315262716442634
AL445235.1,0.00025329280648429586,0.3173718089517486,0.4984316526189989
SDC3,0.06744175339464473,3.099862844561612e-30,10.0
PUM1,1.0519739951349076,0.0,10.0
NKAIN1,0.0022799293424355005,0.054884064028487785,1.26055373689269
SNRNP40,0.25415541030044975,1.5323073959502862e-148,10.0
ZCCHC17,0.2851606628983245,1.2467962251448088e-154,10.0
AL451070.1,0.0021745733863694633,0.011353212291789217,1.9448812374458402
FABP3,0.011327252831273282,6.8094892881359995e-06,5.166879081226004
SERINC2,0.19965413627358583,7.650334542904117e-100,10.0
LINC01226,0.061860211154834616,5.9317351565111565e-36,10.0
AC114488.1,0.003694650930272052,0.0053427381348483014,2.272236103366377
TINAGL1,0.030525836023701118,1.3350909669453074e-19,9.999999999420178
HCRTR1,0.003947879595756985,0.0024297270682278496,2.6144424901816925
PEF1,0.13539788700661948,3.790166746422226e-78,10.0
AC114488.2,0.004960922539695443,0.00013902308550282967,3.856912764521165
AC114488.3,0.0005065856129685917,0.15732549492643716,0.8032008930658616
COL16A1,0.014289438124600398,0.001414645601571358,2.8493523157010143
ADGRB2,0.005214728474174642,0.002214865492364284,2.654652623511173
AL354919.2,0.00025329280648429586,0.31737180895174844,0.49843165261899913
SPOCD1,0.052946046595175704,1.6853194950380469e-32,10.0
AL354919.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
AL136115.2,0.0048130123101971616,0.0009160707525675062,3.038070934968509
PTP4A2,0.15458289737601463,5.291578807346597e-78,10.0
KHDRBS1,0.5070281679171831,2.745517025748367e-260,10.0
AL445248.1,0.02003499939386343,1.0079272608458299e-13,9.999562483207985
TMEM39B,0.12325233862419045,7.300659292725127e-64,10.0
KPNA6,0.3402354456798253,2.2462209543595666e-177,10.0
TXLNA,0.11600787156445928,4.464034551479555e-48,10.0
CCDC28B,0.006481128365596759,0.0001677412198264755,3.7753599441783403
AL049795.1,0.034834213571830544,1.0466826961329599e-17,9.999999954543151
IQCC,0.013425929845653665,6.019226240100294e-08,7.219738419404897
DCDC2B,0.0015202058259013158,0.1790414024218152,0.7470465287541782
TMEM234,0.21707656731234024,5.020555432051239e-126,10.0
EIF3I,0.07698371144592495,1.6338612314962293e-33,10.0
FAM167B,0.0005065856129685917,0.15732549492643708,0.8032008930658618
LCK,-0.02701804159116888,5.311531293513406e-16,9.999997693237395
HDAC1,0.12176472647587382,5.329501856421748e-55,10.0
MARCKSL1,0.0017732420683881597,0.05199019433895341,1.284078558338557
AL109945.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
TSSK3,0.06261462456973388,4.1232456390592114e-40,10.0
FAM229A,0.026177806268871333,1.9629722004009335e-14,9.999914757566676
BSDC1,0.5131570585713299,1.7916712937911832e-284,10.0
ZBTB8B,0.0096064670404252,4.2283088077381314e-07,6.373730603195427
ZBTB8A,0.11941359596395233,6.750267593405878e-71,10.0
ZBTB8OS,0.2909447238230079,2.9799759995279737e-156,10.0
RBBP4,0.4901640438874731,5.062797034927888e-275,10.0
SYNC,0.025627805928558796,1.0229790413932414e-14,9.999955574856983
AC114489.1,-0.000253100383486207,0.6548644538646038,0.1838485824311629
KIAA1522,0.35583933130173023,1.0467234551844402e-165,10.0
YARS,0.3993138120395364,7.099826036570533e-198,10.0
S100PBP,0.7554991171243293,0.0,10.0
FNDC5,0.031794620950527465,4.356219615174728e-15,9.999981081590652
HPCA,0.0005066497539679547,0.31716494389601163,0.4987148209459917
TMEM54,0.03711414291426604,1.5768211874449938e-18,9.999999993151953
AL031602.2,0.022376233377628552,1.2074007678941693e-17,9.999999947563253
RNF19B,0.3111218622849777,8.8475384845708e-140,10.0
AL020995.1,0.02666355148188354,2.6219310684972476e-19,9.999999998861309
AK2,0.6940835411255459,0.0,10.0
AZIN2,0.39934068026106034,3.1355984733599028e-211,10.0
TRIM62,0.06741738794187616,2.2450505019630473e-31,10.0
AL662907.3,0.0046028244252194,0.0024121701989100065,2.617592034315448
ZNF362,0.20827417406286616,8.9130288069594e-106,10.0
AL513327.3,0.00025329280648429586,0.31737180895174844,0.49843165261899913
A3GALT2,0.009119952135420634,5.179179525355459e-05,4.285738196278875
AL513327.1,0.03983613527921295,2.4080778339484054e-25,9.999999999999998
PHC2,0.5341093054380465,7.769636115909772e-271,10.0
AL513327.2,0.05292628477378069,4.4074165445301877e-35,10.0
ZSCAN20,0.03259673201914738,2.5410666798291726e-17,9.99999988964289
CSMD2,0.011754225389878234,0.00016831337417134241,3.773881115610465
CSMD2-AS1,0.0005065856129685917,0.15732549492643708,0.8032008930658618
AC099565.1,0.0016679877734008717,0.03267882233930472,1.4857336013846065
SMIM12,0.06088909077231422,4.124002392645045e-28,10.0
GJA4,0.0005065856129685917,0.15732549492643716,0.8032008930658616
DLGAP3,0.0010132995079359093,0.1570593104329621,0.8039363133677612
TMEM35B,0.048936658116663194,3.025887540244939e-29,10.0
ZMYM6,0.4033211285111377,5.604544276075445e-227,10.0
ZMYM1,0.26845160751489816,9.245351387844415e-156,10.0
AL590434.1,0.0851871465991912,1.9928916725840399e-53,10.0
SFPQ,1.0298003281560835,0.0,10.0
ZMYM4,1.031180999426729,0.0,10.0
ZMYM4-AS1,0.003039641959810276,0.0026723282634721485,2.573110178800444
KIAA0319L,1.2767582416090126,0.0,10.0
NCDN,0.05913845963212461,1.6423362592716974e-29,10.0
AC004865.2,0.006734806018077232,0.000540126769220462,3.2675042177124607
TFAP2E,0.04317308384016455,3.532644640192011e-24,9.999999999999984
PSMB2,0.23037909161407313,9.288467878470363e-140,10.0
C1orf216,0.011127699122316323,1.836294984839299e-05,4.736055186842381
CLSPN,0.0308779267033124,3.747096550861862e-12,9.984024048539565
AL354864.1,0.0005065856129685917,0.15732549492643708,0.8032008930658618
AGO4,0.46384229277861966,8.350632550388322e-254,10.0
AGO1,0.30053336606271785,3.93111111188773e-153,10.0
AL139286.3,0.0005065856129685917,0.15732549492643708,0.8032008930658618
AGO3,0.7459525968390872,0.0,10.0
AL138787.2,0.005319597923165753,0.0003732141750183791,3.4280417533415437
TEKT2,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
ADPRHL2,0.06507305734793267,7.589009995335679e-27,10.0
COL8A2,-0.002932388394683328,0.12584323884023435,0.9001701124145798
TRAPPC3,0.15143193613008193,1.4442017236665985e-79,10.0
MAP7D1,0.07132835376881208,4.1019618671228266e-26,10.0
THRAP3,0.7063266585064298,0.0,10.0
SH3D21,0.05221399632318857,1.2053886969790437e-23,9.999999999999948
EVA1B,0.0010132995079359093,0.15705931043296198,0.8039363133677614
AL591845.1,0.0020264707338730928,0.02082065690190702,1.681505570320156
STK40,0.2941245176005113,1.2874181529410747e-137,10.0
LSM10,0.03088493377324699,2.708863475450722e-18,9.999999988235556
OSCP1,0.056728430111416574,3.381141130667439e-30,10.0
MRPS15,0.07473741258100361,4.228742722508887e-41,10.0
CSF3R,0.23019181734008784,1.5630820062182493e-112,10.0
AL596257.1,0.00025329280648429586,0.31737180895174844,0.49843165261899913
GRIK3,0.00040158788197875534,0.5343129403370797,0.27220430758321396
AL353604.1,0.0006548806884630512,0.40173922650555904,0.39605576083342253
LINC01137,0.30617191780363173,7.281370449991149e-157,10.0
ZC3H12A,0.07459001703612544,9.194494497217525e-31,10.0
MEAF6,0.3646123166717523,7.8903050437990255e-202,10.0
SNIP1,0.14277239074075507,2.0190014641113294e-82,10.0
DNALI1,0.12555893307930371,8.253443057010381e-79,10.0
GNL2,0.20564619796349612,1.6267977398099328e-111,10.0
AL513220.1,0.0010131712259371835,0.04548657234186341,1.3421167874098325
RSPO1,0.0007598784194528875,0.08326450676424414,1.0795400857228503
C1orf109,0.09447691314013568,1.4900262143118406e-51,10.0
CDCA8,0.018617305239825778,3.5074606697435694e-08,7.453770749901414
EPHA10,0.04836768320724536,1.8808137421844977e-29,10.0
MANEAL,0.007346389362035661,0.00011502022824500045,3.9392253973469793
AL929472.3,0.00025329280648429586,0.31737180895174844,0.49843165261899913
YRDC,0.03588924441936639,1.0830051300409145e-20,9.999999999952966
C1orf122,0.03468482809934692,2.965597222180944e-20,9.999999999871205
MTF1,0.18615514849504305,7.305462147154781e-100,10.0
AL929472.2,0.0007598784194528875,0.08326450676424414,1.0795400857228503
INPP5B,0.2290946803991385,4.0217263724830884e-100,10.0
SF3A3,0.18550984659304737,1.0029839913690145e-98,10.0
FHL3,0.029532965448805428,3.0927161592039025e-16,9.999998656852515
UTP11,0.08146971710010568,2.476120932202953e-50,10.0
POU3F1,-0.0007596218554554357,0.17969144142006066,0.7454726073046344
MIR3659HG,0.011745538989030475,3.870538627460405e-05,4.412227471934194
AL390839.1,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
AL390839.2,-0.0002532286654849329,0.31737179342560706,0.4984316738651133
LINC01685,3.207049968148839e-07,0.9996803429384099,0.00013884744747960902
AL354702.2,-0.002216860196644847,0.026271040615499328,1.580522722491964
RRAGC,0.08261311196371296,2.6013311660150376e-47,10.0
AL139260.1,0.24817354658649574,1.0774859542694297e-125,10.0
MYCBP,0.01980213552041936,1.9970566077086805e-10,9.523305054123645
GJA9,0.012664896888212245,4.36883050521832e-11,9.842578578128768
RHBDL2,0.2676564018553595,2.4603560236023812e-158,10.0
AKIRIN1,0.1223322369886886,6.426954892510999e-67,10.0
NDUFS5,0.147910410416298,9.639665688266592e-102,10.0
MACF1,1.7252322950742518,0.0,10.0
AL442071.2,0.001520013402903227,0.1084450650948941,0.9647902058202662
AL442071.1,0.0025331846288404103,0.01827606432638703,1.7381173196481197
BMP8A,-0.001412850599695619,0.4488426844848312,0.34790584872567565
PABPC4,0.13345141696391244,6.358245649841526e-53,10.0
PABPC4-AS1,0.0022796993993580254,0.006620457901354805,2.179111965155352
HEYL,0.019501292638878454,2.9955919388884032e-09,8.50925629294038
NT5C1A,0.00025329280648429586,0.31737180895174844,0.49843165261899913
HPCAL4,-0.0002531645244855699,0.5638199207243171,0.24885958374778455
PPIE,0.1986167568833522,9.188438351477177e-106,10.0
BMP8B,0.0019227558228705139,0.3109251598162204,0.5073441336317149
OXCT2,0.0010134277899346354,0.2477525257871246,0.6059819091000104
AL033527.3,0.0022796993993580254,0.00662045790135481,2.1791119651553514
AL033527.4,0.019424661349812872,5.755444964050127e-10,9.170346039822235
LINC02811,0.010324330935360726,1.181611173433828e-05,4.927521735516785
TRIT1,0.34581234031068486,6.779149243036993e-205,10.0
MYCL,0.0016681160553995975,0.07299527216990022,1.136705267188916
MFSD2A,0.1774427323128509,3.402218139284986e-75,10.0
CAP1,0.2834442463569976,3.7815661603784563e-132,10.0
PPT1,0.1131292881367813,1.5346692102677974e-55,10.0
RLF,0.5162541203079921,1.8348549578945016e-302,10.0
AL050341.2,0.045050019021236475,2.1676467568384194e-30,10.0
ZMPSTE24,0.20617695206554554,5.314428415416166e-121,10.0
COL9A2,0.033189938942045194,1.7253070050135235e-16,9.999999250709335
SMAP2,0.19940541133219813,1.1833088948821925e-70,10.0
AL031985.4,0.0010131712259371835,0.04548657234186341,1.3421167874098325
ZFP69B,0.019443037770873486,1.2384196689435266e-11,9.949294754363974
AL031985.3,0.00025374179347983656,0.7957180313245164,0.09924080046670636
ZFP69,0.024150934967241494,1.067650603654549e-13,9.999536572579517
AL603839.3,0.25644883498929893,2.457576732415909e-150,10.0
